Name (Institution or Individual),Startups,Investment Lists,Company (from Associated Startups),Startup Count,Investor Type,Contacts,Name (from Contacts),LinkedIn Profile,Notes
Lowe’s,recG0V8gg3wGEf4mV,"Adaptive Manufacturing (AM, CAM, CNC)",Desktop Metal (acquired by Nano Dimension in 2025),1,Institutional Investors,,,,
Seven Seven Six,recDMBQvsiItc5sMu,"Extreme Analysis (CAE, CFD, FEA, QC)",Boltline,1,Individual,,,,
Silicon Valley Quad,recFnkq87DXMSvRkE,Design Intelligence (CAD),C-Infinity,1,Individual,,,,
Addition,recDvyzvegISzvoOb,Bleeding Edge BIM (AEC/BIM),Speckle,1,Institutional Investors,,,,
SK Group,recEChOxMOcKiVfDH,"Augmented Operations (MOM, CMMS, AR/VR, SLM)",Geminus.ai,1,Individual,,,,
Creator Fund,recDB28cq9ZJxSPMO,"Extreme Analysis (CAE, CFD, FEA, QC)",BeyondMath,1,Institutional Investors,,,,
Realm Capital Ventures,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,VC Fund,,,,
Boldstart Ventures,recINiVhHsdyyTwwF,Design Intelligence (CAD),xNilio,1,VC Fund,,,,
Amadeus Capital Partners,recJfn3i1mXRpsOYd,Bleeding Edge BIM (AEC/BIM),XYZ Reality,1,Institutional Investors,,,,
Ufi Ventures,recIfaaXHoTutfjNw,"Knowledge Engineering (R&D, Learning)",Fabrio,1,VC Fund,,,,
Realization Capital Partners (Realization),recH1QeSuLuNioBVb,"Factory Futures (MES, IIOT)",Sight Machine,1,Institutional Investors,,,,
Maxime Thonnerieux,recIRz74b6uQjGOjw,"Factory Futures (MES, IIOT)",Fabera,1,Individual,,,,
Jason Tan,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
KittyHawk,recINiVhHsdyyTwwF,Design Intelligence (CAD),xNilio,1,Institutional Investors,,,,
Bossa Invest,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
LS Group / LS Corp,recH1QeSuLuNioBVb,"Factory Futures (MES, IIOT)",Sight Machine,1,Institutional Investors,,,,
Fly Ventures,recHYBqnoVToJLZdM,"Factory Futures (MES, IIOT)",Software Defined Automation,1,VC Fund,,,,
BlueYard Capital,recGqfKFU0Lpu4DLB,Design Intelligence (CAD),Vectary,1,Institutional Investors,,,,
Sam Altman,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
Tawfiq Popatia,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
A&E Investments,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Institutional Investors,,,,
ACE & Company,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Institutional Investors,,,,
Matt Brezina,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
Shikhar Ghosh,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
ITOCHU,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Institutional Investors,,,,
O'Reilly AlphaTech Ventures (OATV),recH1QeSuLuNioBVb,"Factory Futures (MES, IIOT)",Sight Machine,1,VC Fund,,,,
2xN Venture,recL43YEluUQiUjKs,"Cognitive Thread (PLM, MBSE, DT)",CELUS,1,VC Fund,,,,
Flucas Ventures,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,VC Fund,,,,
Univ of Sheffield,recIZ3g7RwHUX9Nnl,"Adaptive Manufacturing (AM, CAM, CNC)",DigitalCNC,1,Institutional Investors,,,,
Inventec,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Institutional Investors,,,,
Waveline Ventures,recKSy56EkCsVlWk5,Bleeding Edge BIM (AEC/BIM),Swapp,1,VC Fund,,,,
NEC,recKIkbCIk4cyBuz7,"SW+HW=Innovation (Robotics, Drones)",Formic,1,Institutional Investors,,,,
Amir Motamedi,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
Jeff Bezos,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
Jonathan Seaton,recIfaaXHoTutfjNw,"Knowledge Engineering (R&D, Learning)",Fabrio,1,Individual,,,,
Lance White,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
Coughdrop Capital,recJmjehtcAVatQK9,"Cognitive Thread (PLM, MBSE, DT)",Dalus,1,Institutional Investors,,,,
Chris Dixon,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
Republic Capital,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Institutional Investors,,,,
Ajay Gupta,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
Everett Wallace,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
Ilya Kuntsevich,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
Working Capital Fund,recHmtYpCHSxzL1Us,"SW+HW=Innovation (Robotics, Drones)",Glacier,1,Institutional Investors,,,,
C4 Ventures,recGoyQ9xfjzQTH4a,"Factory Futures (MES, IIOT)",Tulip Interfaces,1,VC Fund,,,,
Paul Graham,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
Jonathan Bruck,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
Overlap Holdings,recHmtYpCHSxzL1Us,"SW+HW=Innovation (Robotics, Drones)",Glacier,1,Institutional Investors,,,,
IA Ventures,recH1QeSuLuNioBVb,"Factory Futures (MES, IIOT)",Sight Machine,1,VC Fund,,,,
Karl Jacob,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
Nautilus Venture Partners,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,VC Fund,,,,
First Cheque (FirstCheque),recGQxKxcbMz6sG3q,"Knowledge Engineering (R&D, Learning)",Kalam Labs,1,Institutional Investors,,,,
Fort Ross Ventures,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,VC Fund,,,,
Sophie Purdom,recHmtYpCHSxzL1Us,"SW+HW=Innovation (Robotics, Drones)",Glacier,1,Individual,,,,
Stanley Ventures,recGoyQ9xfjzQTH4a,"Factory Futures (MES, IIOT)",Tulip Interfaces,1,VC Fund,,,,
Garry Tan,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
Tom Vorisek,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
Zachary Bogue,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
Frazier Group,recGzMSIjZ4fXC5d0,"Factory Futures (MES, IIOT)",TwinThread,1,Individual,,,,
German Federal Ministry for Economic Affairs and Energy,recI8NXqAAZguDIaT,"Extreme Analysis (CAE, CFD, FEA, QC)",Synera,1,Institutional Investors,,,,
Foxconn Technology Group,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
Ufi VocTech Trust,recIfaaXHoTutfjNw,"Knowledge Engineering (R&D, Learning)",Fabrio,1,Individual,,,,
Neulogy Ventures,recGqfKFU0Lpu4DLB,Design Intelligence (CAD),Vectary,1,VC Fund,,,,
DOE Office of Nuclear Energy,recJfs7HcRGVNX6gl,"Extreme Analysis (CAE, CFD, FEA, QC)",CoreForm,1,Institutional Investors,,,,
UpHonest Capital,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Institutional Investors,,,,
Kenneth (Ken) Hao,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Institutional Investors,,,,
Wei Guo,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
European Social Fund,recI8NXqAAZguDIaT,"Extreme Analysis (CAE, CFD, FEA, QC)",Synera,1,Institutional Investors,,,,
Michel Lahyani (assoc. fondateur,recIRz74b6uQjGOjw,"Factory Futures (MES, IIOT)",Fabera,1,Institutional Investors,,,,
Christian Sullivan,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
Raj Sandhu,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
Richard Deglin,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
TIME Ventures,recGoyQ9xfjzQTH4a,"Factory Futures (MES, IIOT)",Tulip Interfaces,1,VC Fund,,,,
Eurazeo,recKSy56EkCsVlWk5,Bleeding Edge BIM (AEC/BIM),Swapp,1,Institutional Investors,,,,
Harjeet Taggar,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
OSTI (Office of Scientific and Technical Information),recJfs7HcRGVNX6gl,"Extreme Analysis (CAE, CFD, FEA, QC)",CoreForm,1,Institutional Investors,,,,
Matt Huang,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
Solasta,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Institutional Investors,,,,
Tishman Speyer,recJfn3i1mXRpsOYd,Bleeding Edge BIM (AEC/BIM),XYZ Reality,1,Individual,,,,
Starling Ventures,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,VC Fund,,,,
TwinklHive,recIfaaXHoTutfjNw,"Knowledge Engineering (R&D, Learning)",Fabrio,1,Institutional Investors,,,,
Christian Mandl,recGqfKFU0Lpu4DLB,Design Intelligence (CAD),Vectary,1,Individual,,,,
Slovak Investment Holding,recGqfKFU0Lpu4DLB,Design Intelligence (CAD),Vectary,1,Individual,,,,
Founder Collective,recGoyQ9xfjzQTH4a,"Factory Futures (MES, IIOT)",Tulip Interfaces,1,Individual,,,,
Erik Jansen,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
ff Venture Capital,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,VC Fund,,,,
Sébastien Vercruysse,recIRz74b6uQjGOjw,"Factory Futures (MES, IIOT)",Fabera,1,Individual,,,,
IAI Catalyst,recJmjehtcAVatQK9,"Cognitive Thread (PLM, MBSE, DT)",Dalus,1,Individual,,,,
Amazon Climate Pledge Fund,recHmtYpCHSxzL1Us,"SW+HW=Innovation (Robotics, Drones)",Glacier,1,Institutional Investors,,,,
Start Fund,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Institutional Investors,,,,
Ron Conway,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
Cristel de Rouvray,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Institutional Investors,,,,
Scott Huyette,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
Elysium,recHmtYpCHSxzL1Us,"SW+HW=Innovation (Robotics, Drones)",Glacier,1,Institutional Investors,,,,
Gustaf Alstromer,recJmjehtcAVatQK9,"Cognitive Thread (PLM, MBSE, DT)",Dalus,1,Individual,,,,
Level One Fund,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Institutional Investors,,,,
J Coffey Construction,recJfn3i1mXRpsOYd,Bleeding Edge BIM (AEC/BIM),XYZ Reality,1,Individual,,,,
Venture Stars,recI8NXqAAZguDIaT,"Extreme Analysis (CAE, CFD, FEA, QC)",Synera,1,VC Fund,,,,
2 a.m. Ventures (2am VC),recGQxKxcbMz6sG3q,"Knowledge Engineering (R&D, Learning)",Kalam Labs,1,VC Fund,,,,
Mercury Fund,recH1QeSuLuNioBVb,"Factory Futures (MES, IIOT)",Sight Machine,1,Institutional Investors,,,,
Entrée Capital,recKSy56EkCsVlWk5,Bleeding Edge BIM (AEC/BIM),Swapp,1,Institutional Investors,,,,
Prosperity7vc,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,VC Fund,,,,
Thom Ruhe,recKnOW4X2UHALrbw,"Adaptive Manufacturing (AM, CAM, CNC)",ExLattice,1,Individual,,,,
Translik,recKIkbCIk4cyBuz7,"SW+HW=Innovation (Robotics, Drones)",Formic,1,Institutional Investors,,,,
Michigan eLab (eLab Venture Capital),recH1QeSuLuNioBVb,"Factory Futures (MES, IIOT)",Sight Machine,1,VC Fund,,,,
Sparkasse Bremen,recI8NXqAAZguDIaT,"Extreme Analysis (CAE, CFD, FEA, QC)",Synera,1,Individual,,,,
Next Frontier Capital,recGzMSIjZ4fXC5d0,"Factory Futures (MES, IIOT)",TwinThread,1,Institutional Investors,,,,
Overture,recHmtYpCHSxzL1Us,"SW+HW=Innovation (Robotics, Drones)",Glacier,1,Institutional Investors,,,,
Matt Ocko,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
Laurent Fiard,recIRz74b6uQjGOjw,"Factory Futures (MES, IIOT)",Fabera,1,Individual,,,,
Orfin Ventures,recH1QeSuLuNioBVb,"Factory Futures (MES, IIOT)",Sight Machine,1,VC Fund,,,,
Cox Exponential,recHmtYpCHSxzL1Us,"SW+HW=Innovation (Robotics, Drones)",Glacier,1,Individual,,,,
Victor Chiang,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
VSC Ventures,recHmtYpCHSxzL1Us,"SW+HW=Innovation (Robotics, Drones)",Glacier,1,VC Fund,,,,
Breyer Capital,recGoyQ9xfjzQTH4a,"Factory Futures (MES, IIOT)",Tulip Interfaces,1,Institutional Investors,,,,
Ullas Naik,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
TeamViewer,recH1QeSuLuNioBVb,"Factory Futures (MES, IIOT)",Sight Machine,1,Institutional Investors,,,,
Sierra Peterson,recHmtYpCHSxzL1Us,"SW+HW=Innovation (Robotics, Drones)",Glacier,1,Individual,,,,
MFV Partners,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Institutional Investors,,,,
Michael Liou,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
SBIR (U.S. Small Business Innovation Research),recJfs7HcRGVNX6gl,"Extreme Analysis (CAE, CFD, FEA, QC)",CoreForm,1,Institutional Investors,,,,
Ecosystem Integrity Fund,recHmtYpCHSxzL1Us,"SW+HW=Innovation (Robotics, Drones)",Glacier,1,Institutional Investors,,,,
The Junction,recKSy56EkCsVlWk5,Bleeding Edge BIM (AEC/BIM),Swapp,1,Individual,,,,
One Small Planet,recHmtYpCHSxzL1Us,"SW+HW=Innovation (Robotics, Drones)",Glacier,1,Individual,,,,
Dr. E. Bora Uygun,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
Pitango Venture Capital,recGoyQ9xfjzQTH4a,"Factory Futures (MES, IIOT)",Tulip Interfaces,1,VC Fund,,,,
Streamlined Ventures,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,VC Fund,,,,
Peter Thiel,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
NextEquity Partners,recH1QeSuLuNioBVb,"Factory Futures (MES, IIOT)",Sight Machine,1,Institutional Investors,,,,
Force Ventures,recGQxKxcbMz6sG3q,"Knowledge Engineering (R&D, Learning)",Kalam Labs,1,VC Fund,,,,
Marc Benioff,recGoyQ9xfjzQTH4a,"Factory Futures (MES, IIOT)",Tulip Interfaces,1,Individual,,,,
Technology Ventures (Itochu Technology Ventures),recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,VC Fund,,,,
National Science Foundation (NSF) SBIR / America’s Seed Fund,recKnOW4X2UHALrbw,"Adaptive Manufacturing (AM, CAM, CNC)",ExLattice,1,Institutional Investors,,,,
Karthee Madasamy,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
Will Weisman,recINiVhHsdyyTwwF,Design Intelligence (CAD),xNilio,1,Individual,,,,
Gideon Marks,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
Adam Smith,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
Jeff Hansen,recGqfKFU0Lpu4DLB,Design Intelligence (CAD),Vectary,1,Individual,,,,
Hanwha,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Institutional Investors,,,,
Steve Westly,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
E.ON,recH1QeSuLuNioBVb,"Factory Futures (MES, IIOT)",Sight Machine,1,Institutional Investors,,,,
Jaroslav Lupták,recGqfKFU0Lpu4DLB,Design Intelligence (CAD),Vectary,1,Individual,,,,
Richard Branson,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
Manik Gupta,recHmtYpCHSxzL1Us,"SW+HW=Innovation (Robotics, Drones)",Glacier,1,Individual,,,,
Blackhorn,recKIkbCIk4cyBuz7,"SW+HW=Innovation (Robotics, Drones)",Formic,1,Institutional Investors,,,,
Information Technology Ventures,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,VC Fund,,,,
Lee Linden,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
Tikhon Bernstam,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
NC IDEA,recKnOW4X2UHALrbw,"Adaptive Manufacturing (AM, CAM, CNC)",ExLattice,1,Individual,,,,
YCP,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Institutional Investors,,,,
Concrete VC,recKSy56EkCsVlWk5,Bleeding Edge BIM (AEC/BIM),Swapp,1,Individual,,,,
Optimas Capital,recJfn3i1mXRpsOYd,Bleeding Edge BIM (AEC/BIM),XYZ Reality,1,Institutional Investors,,,,
Next Level Ventures,recJrupp3Cu9gTu7Y,Design Intelligence (CAD),Vertex,1,VC Fund,,,,
Octopus Ventures,recJfn3i1mXRpsOYd,Bleeding Edge BIM (AEC/BIM),XYZ Reality,1,VC Fund,,,,
John Frankel,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
Jonathan Mueller,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,Individual,,,,
Huron River Ventures,recH1QeSuLuNioBVb,"Factory Futures (MES, IIOT)",Sight Machine,1,VC Fund,,,,
Rebel Fund,recJmjehtcAVatQK9,"Cognitive Thread (PLM, MBSE, DT)",Dalus,1,Institutional Investors,,,,
Eric Engineer,recMTewdnv14V4xxC,"Augmented Operations (MOM, CMMS, AR/VR, SLM)",ControlRooms.ai,1,Individual,,,,
Philippe Bouaziz,recNM69VGQYACPQ7X,"Extreme Analysis (CAE, CFD, FEA, QC)",MaterialsZone,1,Individual,,,,
Altitude Accelerator,recP5koyD8aQgd6XJ,"Cognitive Thread (PLM, MBSE, DT)",AI Materia,1,Institutional Investors,,,,
small sponsorships,recNSckcX0MNmwMgz,"Knowledge Engineering (R&D, Learning)",LycheeAI,1,Institutional Investors,,,,
Kevin Scott,recRRukGbM2kMf1Rt,Design Intelligence (CAD),Backflip AI,1,Individual,,,,
Chicago Ventures,recLcHLI6ctm2EU6C,Bleeding Edge BIM (AEC/BIM),GreenLite,1,VC Fund,,,,
Blum Ventures,recN5GrpTpcQxBVpu,Bleeding Edge BIM (AEC/BIM),Optimuse,1,VC Fund,,,,
Richard Jhang,recMTewdnv14V4xxC,"Augmented Operations (MOM, CMMS, AR/VR, SLM)",ControlRooms.ai,1,Individual,,,,
TechVision Fund (lead),recNVBrzf6uzsOjpz,Bleeding Edge BIM (AEC/BIM),Specter Automation,1,Institutional Investors,,,,
National Center for Defense Manufacturing and Machining (NCDMM).,recM90ZDwemYnmoTf,"Adaptive Manufacturing (AM, CAM, CNC)",Dyndrite,1,Institutional Investors,,,,
Portfolion Capital Partners,recOnQV0syPIpZx6p,Design Intelligence (CAD),Leopoly,1,Institutional Investors,,,,
TLV Partners,recQoXmyNVs9mxBao,"Factory Futures (MES, IIOT)",Laminar,1,Institutional Investors,,,,
Mazda,recMzat5xO51CvZHr,"Extreme Analysis (CAE, CFD, FEA, QC)",Secondmind,1,Institutional Investors,,,,
ASTM International,recM90ZDwemYnmoTf,"Adaptive Manufacturing (AM, CAM, CNC)",Dyndrite,1,Institutional Investors,,,,
Learn Capital,recPMYc4qw7IPboXO,"Knowledge Engineering (R&D, Learning)",Merlyn for Education,1,Institutional Investors,,,,
Trust Ventures,recLcHLI6ctm2EU6C,Bleeding Edge BIM (AEC/BIM),GreenLite,1,VC Fund,,,,
PAWAO,recNVBrzf6uzsOjpz,Bleeding Edge BIM (AEC/BIM),Specter Automation,1,Institutional Investors,,,,
i.d.e.a. Fund,recP5koyD8aQgd6XJ,"Cognitive Thread (PLM, MBSE, DT)",AI Materia,1,Institutional Investors,,,,
UTokyo Innovation Platform (Tokyo University IPC),recNHMUKBX1nbYoBr,"Knowledge Engineering (R&D, Learning)","TopoLogic, Inc",1,Institutional Investors,,,,
Niels Nielsen,recL43YEluUQiUjKs,"Cognitive Thread (PLM, MBSE, DT)",CELUS,1,Individual,,,,
Singularity University Ventures,recQyC01VNanWsPfv,"Factory Futures (MES, IIOT)",Authentise,1,VC Fund,,,,
LiveOak Ventures,recLcHLI6ctm2EU6C,Bleeding Edge BIM (AEC/BIM),GreenLite,1,VC Fund,,,,
Escalate Capital Partners,recMK7aXJCora1LQB,"Factory Futures (MES, IIOT)",Paperless Parts,1,Institutional Investors,,,,
Japan Science and Technology Agency (JST),recNHMUKBX1nbYoBr,"Knowledge Engineering (R&D, Learning)","TopoLogic, Inc",1,Institutional Investors,,,,
America Makes,recM90ZDwemYnmoTf,"Adaptive Manufacturing (AM, CAM, CNC)",Dyndrite,1,Institutional Investors,,,,
Sir Peter Bonfield,recL43YEluUQiUjKs,"Cognitive Thread (PLM, MBSE, DT)",CELUS,1,Individual,,,,
xdeck Ventures,recNVBrzf6uzsOjpz,Bleeding Edge BIM (AEC/BIM),Specter Automation,1,VC Fund,,,,
Digital Industrialist,recQyC01VNanWsPfv,"Factory Futures (MES, IIOT)",Authentise,1,Institutional Investors,,,,
Andy Fine,recOa5jGO59v66DRe,"Extreme Analysis (CAE, CFD, FEA, QC)",Key Ward,1,Individual,,,,
Alpha Square Group,recMTewdnv14V4xxC,"Augmented Operations (MOM, CMMS, AR/VR, SLM)",ControlRooms.ai,1,Institutional Investors,,,,
Eurostars,recQyC01VNanWsPfv,"Factory Futures (MES, IIOT)",Authentise,1,Institutional Investors,,,,
Frst Statkraft Ventures,recLUY2U34akfaLna,Streamlined Supply Chain (SCM),Flowlity,1,VC Fund,,,,
Paul Gojenola,recL43YEluUQiUjKs,"Cognitive Thread (PLM, MBSE, DT)",CELUS,1,Individual,,,,
Prashant Shukla,recMTewdnv14V4xxC,"Augmented Operations (MOM, CMMS, AR/VR, SLM)",ControlRooms.ai,1,Individual,,,,
Wellstreet,recOa5jGO59v66DRe,"Extreme Analysis (CAE, CFD, FEA, QC)",Key Ward,1,Institutional Investors,,,,
The House Fund,recM90ZDwemYnmoTf,"Adaptive Manufacturing (AM, CAM, CNC)",Dyndrite,1,Institutional Investors,,,,
Tokio Marine Future Fund,recMTewdnv14V4xxC,"Augmented Operations (MOM, CMMS, AR/VR, SLM)",ControlRooms.ai,1,Institutional Investors,,,,
Edouard Lété,recOa5jGO59v66DRe,"Extreme Analysis (CAE, CFD, FEA, QC)",Key Ward,1,Individual,,,,
53 Stations,recLcHLI6ctm2EU6C,Bleeding Edge BIM (AEC/BIM),GreenLite,1,Institutional Investors,,,,
Koenraad Crooijmans,recL43YEluUQiUjKs,"Cognitive Thread (PLM, MBSE, DT)",CELUS,1,Individual,,,,
Beijing Yonghui Ruijin Venture Capital,recRosbPrcxJNsPFd,"Factory Futures (MES, IIOT)",TDEngine,1,VC Fund,,,,
Future Capital,recRosbPrcxJNsPFd,"Factory Futures (MES, IIOT)",TDEngine,1,Institutional Investors,,,,
SentinelOne,recQoXmyNVs9mxBao,"Factory Futures (MES, IIOT)",Laminar,1,Institutional Investors,,,,
GTM Fund,recMTewdnv14V4xxC,"Augmented Operations (MOM, CMMS, AR/VR, SLM)",ControlRooms.ai,1,Institutional Investors,,,,
Solus Capital,recOnQV0syPIpZx6p,Design Intelligence (CAD),Leopoly,1,Institutional Investors,,,,
Rich Miner,recRRukGbM2kMf1Rt,Design Intelligence (CAD),Backflip AI,1,Individual,,,,
