Name (Institution or Individual),Startups,Startup Count,Investment Lists,LinkedIn Profile,Email,Notes,Contacts,Investor Type
VSC Ventures,Glacier,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,VC Fund
Breyer Capital,Tulip Interfaces,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
Ullas Naik,Rescale,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
TeamViewer,Sight Machine,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
Sierra Peterson,Glacier,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Individual
MFV Partners,Rescale,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Institutional Investors
Michael Liou,Rescale,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
SBIR (U.S. Small Business Innovation Research),CoreForm,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Institutional Investors
Ecosystem Integrity Fund,Glacier,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Institutional Investors
The Junction,Swapp,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
One Small Planet,Glacier,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Individual
Dr. E. Bora Uygun,Rescale,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
Pitango Venture Capital,Tulip Interfaces,1,"""Factory Futures (MES, IIOT)""",,,,,VC Fund
Streamlined Ventures,Rescale,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,VC Fund
Peter Thiel,Rescale,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
NextEquity Partners,Sight Machine,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
Force Ventures,Kalam Labs,1,"""Knowledge Engineering (R&D, Learning)""",,,,,VC Fund
Marc Benioff,Tulip Interfaces,1,"""Factory Futures (MES, IIOT)""",,,,,Individual
Technology Ventures (Itochu Technology Ventures),Rescale,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,VC Fund
National Science Foundation (NSF) SBIR / America’s Seed Fund,ExLattice,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,Institutional Investors
Karthee Madasamy,Rescale,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
Will Weisman,xNilio,1,Design Intelligence (CAD),,,,,Individual
Gideon Marks,Rescale,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
Adam Smith,Rescale,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
Jeff Hansen,Vectary,1,Design Intelligence (CAD),,,,,Individual
Hanwha,Rescale,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Institutional Investors
Steve Westly,Rescale,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
E.ON,Sight Machine,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
Jaroslav Lupták,Vectary,1,Design Intelligence (CAD),,,,,Individual
Richard Branson,Rescale,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
Manik Gupta,Glacier,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Individual
Blackhorn,Formic,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Institutional Investors
Information Technology Ventures,Rescale,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,VC Fund
Lee Linden,Rescale,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
Tikhon Bernstam,Rescale,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
NC IDEA,ExLattice,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,Individual
YCP,Rescale,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Institutional Investors
Concrete VC,Swapp,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
Optimas Capital,XYZ Reality,1,Bleeding Edge BIM (AEC/BIM),,,,,Institutional Investors
Next Level Ventures,Vertex,1,Design Intelligence (CAD),,,,,VC Fund
Octopus Ventures,XYZ Reality,1,Bleeding Edge BIM (AEC/BIM),,,,,VC Fund
John Frankel,Rescale,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
Jonathan Mueller,Rescale,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
Huron River Ventures,Sight Machine,1,"""Factory Futures (MES, IIOT)""",,,,,VC Fund
Rebel Fund,Dalus,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Institutional Investors
Eric Engineer,ControlRooms.ai,1,"""Augmented Operations (MOM, CMMS, AR/VR, SLM)""",,,,,Individual
Philippe Bouaziz,MaterialsZone,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
Altitude Accelerator,AI Materia,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Institutional Investors
small sponsorships,LycheeAI,1,"""Knowledge Engineering (R&D, Learning)""",,,,,Institutional Investors
Kevin Scott,Backflip AI,1,Design Intelligence (CAD),,,,,Individual
Chicago Ventures,GreenLite,1,Bleeding Edge BIM (AEC/BIM),,,,,VC Fund
Blum Ventures,Optimuse,1,Bleeding Edge BIM (AEC/BIM),,,,,VC Fund
Richard Jhang,ControlRooms.ai,1,"""Augmented Operations (MOM, CMMS, AR/VR, SLM)""",,,,,Individual
TechVision Fund (lead),Specter Automation,1,Bleeding Edge BIM (AEC/BIM),,,,,Institutional Investors
National Center for Defense Manufacturing and Machining (NCDMM).,Dyndrite,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,Institutional Investors
Portfolion Capital Partners,Leopoly,1,Design Intelligence (CAD),,,,,Institutional Investors
TLV Partners,Laminar,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
Mazda,Secondmind,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Institutional Investors
ASTM International,Dyndrite,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,Institutional Investors
Learn Capital,Merlyn for Education,1,"""Knowledge Engineering (R&D, Learning)""",,,,,Institutional Investors
Trust Ventures,GreenLite,1,Bleeding Edge BIM (AEC/BIM),,,,,VC Fund
PAWAO,Specter Automation,1,Bleeding Edge BIM (AEC/BIM),,,,,Institutional Investors
i.d.e.a. Fund,AI Materia,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Institutional Investors
UTokyo Innovation Platform (Tokyo University IPC),"""TopoLogic, Inc""",1,"""Knowledge Engineering (R&D, Learning)""",,,,,Institutional Investors
Niels Nielsen,CELUS,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
Singularity University Ventures,Authentise,1,"""Factory Futures (MES, IIOT)""",,,,,VC Fund
LiveOak Ventures,GreenLite,1,Bleeding Edge BIM (AEC/BIM),,,,,VC Fund
Escalate Capital Partners,Paperless Parts,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
Japan Science and Technology Agency (JST),"""TopoLogic, Inc""",1,"""Knowledge Engineering (R&D, Learning)""",,,,,Institutional Investors
America Makes,Dyndrite,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,Institutional Investors
Sir Peter Bonfield,CELUS,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
xdeck Ventures,Specter Automation,1,Bleeding Edge BIM (AEC/BIM),,,,,VC Fund
Digital Industrialist,Authentise,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
Andy Fine,Key Ward,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
Alpha Square Group,ControlRooms.ai,1,"""Augmented Operations (MOM, CMMS, AR/VR, SLM)""",,,,,Institutional Investors
Eurostars,Authentise,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
Frst Statkraft Ventures,Flowlity,1,Streamlined Supply Chain (SCM),,,,,VC Fund
Paul Gojenola,CELUS,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
Prashant Shukla,ControlRooms.ai,1,"""Augmented Operations (MOM, CMMS, AR/VR, SLM)""",,,,,Individual
Wellstreet,Key Ward,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Institutional Investors
The House Fund,Dyndrite,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,Institutional Investors
Tokio Marine Future Fund,ControlRooms.ai,1,"""Augmented Operations (MOM, CMMS, AR/VR, SLM)""",,,,,Institutional Investors
Edouard Lété,Key Ward,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
53 Stations,GreenLite,1,Bleeding Edge BIM (AEC/BIM),,,,,Institutional Investors
Koenraad Crooijmans,CELUS,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
Beijing Yonghui Ruijin Venture Capital,TDEngine,1,"""Factory Futures (MES, IIOT)""",,,,,VC Fund
Future Capital,TDEngine,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
SentinelOne,Laminar,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
GTM Fund,ControlRooms.ai,1,"""Augmented Operations (MOM, CMMS, AR/VR, SLM)""",,,,,Institutional Investors
Solus Capital,Leopoly,1,Design Intelligence (CAD),,,,,Institutional Investors
Rich Miner,Backflip AI,1,Design Intelligence (CAD),,,,,Individual
Sarona Ventures,MaterialsZone,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,VC Fund
Bowery Capital,Allspice.io,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Institutional Investors
Uniper UK pilot,MatAlytics,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
RenderedVC,DGG - The 3D Pipeline Company,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,VC Fund
Novard,MaterialsZone,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Institutional Investors
Matrix Partners China,TDEngine,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
Tinicum Venture Partners,Paperless Parts,1,"""Factory Futures (MES, IIOT)""",,,,,VC Fund
Commonwealth Capital Ventures (Elliot Katzman),Paperless Parts,1,"""Factory Futures (MES, IIOT)""",,,,,VC Fund
Dorm Room Fund,Plasticity,1,Design Intelligence (CAD),,,,,Institutional Investors
Carl‑Peter Forster,CELUS,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
Rothenberg Ventures,Leopoly,1,Design Intelligence (CAD),,,,,VC Fund
YouTube,LycheeAI,1,"""Knowledge Engineering (R&D, Learning)""",,,,,Institutional Investors
Manzi Fund,TDEngine,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
B37 Ventures,Authentise,1,"""Factory Futures (MES, IIOT)""",,,,,VC Fund
GingerBread Capital,Allspice.io,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Institutional Investors
Japan Material Technologies,"""TopoLogic, Inc""",1,"""Knowledge Engineering (R&D, Learning)""",,,,,Individual
Martina Koederitz,CELUS,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
Energize Capital,GreenLite,1,Bleeding Edge BIM (AEC/BIM),,,,,Institutional Investors
Ashish Vaswani,Backflip AI,1,Design Intelligence (CAD),,,,,Individual
Dr. Dieter Lederer,CELUS,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
Patrick Yang,ControlRooms.ai,1,"""Augmented Operations (MOM, CMMS, AR/VR, SLM)""",,,,,Individual
JMTC Capital,"""TopoLogic, Inc""",1,"""Knowledge Engineering (R&D, Learning)""",,,,,Institutional Investors
SBI Investment,"""TopoLogic, Inc""",1,"""Knowledge Engineering (R&D, Learning)""",,,,,Individual
Bryan Rosenblatt,GreenLite,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
Zillionize,Plasticity,1,Design Intelligence (CAD),,,,,Institutional Investors
Eric Saint Frison,Key Ward,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
seed+speed,Optimuse,1,Bleeding Edge BIM (AEC/BIM),,,,,Institutional Investors
Sal Churi,GreenLite,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
IRIS,DGG - The 3D Pipeline Company,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Institutional Investors
Sir John Rose,CELUS,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
Daniel Aronovitz,MaterialsZone,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
FTTF,DGG - The 3D Pipeline Company,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Institutional Investors
Warren Green,MaterialsZone,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
Shilling VC,Specter Automation,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
Paul Irving,ControlRooms.ai,1,"""Augmented Operations (MOM, CMMS, AR/VR, SLM)""",,,,,Individual
Solo,LycheeAI,1,"""Knowledge Engineering (R&D, Learning)""",,,,,Institutional Investors
Brian Keil,ControlRooms.ai,1,"""Augmented Operations (MOM, CMMS, AR/VR, SLM)""",,,,,Individual
Angel Capital Management,Authentise,1,"""Factory Futures (MES, IIOT)""",,,,,Angel
Horizon 2020,Authentise,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
DI Capital,CELUS,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Institutional Investors
Mark Weissman,MaterialsZone,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
Schema Ventures,Neuramill,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,VC Fund
Index Capital,TDEngine,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
K4 Forum Mumbai Network,Plasticity,1,Design Intelligence (CAD),,,,,Individual
Almaz Capital,Specter Automation,1,Bleeding Edge BIM (AEC/BIM),,,,,Institutional Investors
Daiwa Corporate Investment,"""TopoLogic, Inc""",1,"""Knowledge Engineering (R&D, Learning)""",,,,,Individual
StratMinds,ControlRooms.ai,1,"""Augmented Operations (MOM, CMMS, AR/VR, SLM)""",,,,,Institutional Investors
Benchstrength,Allspice.io,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Institutional Investors
OpenView Venture Partners,Paperless Parts,1,"""Factory Futures (MES, IIOT)""",,,,,VC Fund
Noetic Psychedelic Fund,Merlyn for Education,1,"""Knowledge Engineering (R&D, Learning)""",,,,,Institutional Investors
L'ATTITUDE Ventures,Allspice.io,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,VC Fund
Patreon,LycheeAI,1,"""Knowledge Engineering (R&D, Learning)""",,,,,Institutional Investors
Yuto Nash Nakanishi,ControlRooms.ai,1,"""Augmented Operations (MOM, CMMS, AR/VR, SLM)""",,,,,Individual
Lars Fjeldsøe‑Nielsen,CELUS,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
AE Ventures,Authentise,1,"""Factory Futures (MES, IIOT)""",,,,,VC Fund
IT‑Farm,"""TopoLogic, Inc""",1,"""Knowledge Engineering (R&D, Learning)""",,,,,Institutional Investors
University of Nottingham partnership,MatAlytics,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
Jeff Horing,GreenLite,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
Source Code Capital,Mech-Mind Robotics,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Institutional Investors
Walsin Lihwa,LandingAI,1,"""Augmented Operations (MOM, CMMS, AR/VR, SLM)""",,,,,Individual
GAIL (Gas Authority of India Limited),Addverb (acquired by Reliance Retail Ventures Ltd in 2022),1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Institutional Investors
OCE,MosaicMFG,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Institutional Investors
Overview Capital,Reynko,1,Design Intelligence (CAD),,,,,Institutional Investors
Flat6Labs,SeekMake,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,Institutional Investors
Dov Moran,LimitlessCNC,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,Individual
Matt Blodgett,Parallel Fluidics,1,"""Knowledge Engineering (R&D, Learning)""",,,,,Individual
QBIT Capital,Manukai,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,Institutional Investors
Lafayette Group,SeekMake,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,Individual
SignalRank,Machina Labs,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Institutional Investors
Peter Lee,Machina Labs,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Individual
Jalaj Dani,Addverb (acquired by Reliance Retail Ventures Ltd in 2022),1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Individual
J2 Ventures,Parallel Fluidics,1,"""Knowledge Engineering (R&D, Learning)""",,,,,VC Fund
Innosuisse,Manukai,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,Institutional Investors
Deloitte Ventures,BaseTwo,1,"""Factory Futures (MES, IIOT)""",,,,,VC Fund
Bosch Ventures,Pico MES,1,"""Factory Futures (MES, IIOT)""",,,,,VC Fund
Caroline Oberg,HighByte,1,"""Factory Futures (MES, IIOT)""",,,,,Individual
National Aeronautics and Space Administration (NASA),Intact Solutions,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Institutional Investors
HSG,TDEngine,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
Rebellion Games,Kaedim,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
Teik Guan Tan,Phasio,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
Nebular,Trace.Space,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Institutional Investors
Union Labs,Pico MES,1,"""Factory Futures (MES, IIOT)""",,,,,Individual
Freycinet Ventures,MosaicMFG,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,VC Fund
Day One Ventures,Reynko,1,Design Intelligence (CAD),,,,,VC Fund
AVP (Axa Venture Partners),BaseTwo,1,"""Factory Futures (MES, IIOT)""",,,,,VC Fund
Anzu Partners,NavierAI,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Institutional Investors
Scott Gelb,Kaedim,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
French Tech Toulouse,Guaeca,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
Siqi Chen,Kaedim,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
founders of Airtable,camfer,1,Design Intelligence (CAD),,,,,Institutional Investors
Justin Kan,Built Robotics,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Individual
Adam Winkel,"""Nullspace, Inc""",1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
David Peterson,Built Robotics,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Individual
Eden Chen,Kaedim,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
Reliance Industries,Addverb (acquired by Reliance Retail Ventures Ltd in 2022),1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Individual
Matt Berger,"""Nullspace, Inc""",1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
MaRS,MosaicMFG,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Institutional Investors
Seth Lawry,HighByte,1,"""Factory Futures (MES, IIOT)""",,,,,Individual
Sean Dalton,Parallel Fluidics,1,"""Knowledge Engineering (R&D, Learning)""",,,,,Individual
U.S. Department of Commerce,Intact Solutions,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Institutional Investors
University of Nevada,AeroAI,1,Bleeding Edge BIM (AEC/BIM),,,,,Institutional Investors
Piva Capital,Alloy Enterprises,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Institutional Investors
founders of Dropbox,camfer,1,Design Intelligence (CAD),,,,,Institutional Investors
Daren Cotter,Parallel Fluidics,1,"""Knowledge Engineering (R&D, Learning)""",,,,,Individual
Praxis,Parallel Fluidics,1,"""Knowledge Engineering (R&D, Learning)""",,,,,Institutional Investors
IRAP,MosaicMFG,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Institutional Investors
Sahin Boydas,Machina Labs,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Individual
Global Brain Ventures,BaseTwo,1,"""Factory Futures (MES, IIOT)""",,,,,VC Fund
Georges Khneysser,Manukai,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,Individual
Third Sphere,Reynko,1,Design Intelligence (CAD),,,,,Individual
Cavalry Ventures,SPREAD,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,VC Fund
Airtree Ventures,Phasio,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,VC Fund
Cindy Lawry,HighByte,1,"""Factory Futures (MES, IIOT)""",,,,,Individual
Icon Ventures,Istari Digital,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,VC Fund
Reliance Retail,Addverb (acquired by Reliance Retail Ventures Ltd in 2022),1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Individual
Polymath Company,SeekMake,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,Institutional Investors
James Cameron,Phasio,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
IDG Capital,Mech-Mind Robotics,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Institutional Investors
Mohamed Siddeek,Machina Labs,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Individual
Venture Lab,MosaicMFG,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,VC Fund
Gattaca Ventures,Phasio,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,VC Fund
REMUS Capital,CoFactr,1,Streamlined Supply Chain (SCM),,,,,Institutional Investors
Meituan,Mech-Mind Robotics,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Institutional Investors
Taiwania Capital,LandingAI,1,"""Augmented Operations (MOM, CMMS, AR/VR, SLM)""",,,,,Institutional Investors
Corson Ellis,HighByte,1,"""Factory Futures (MES, IIOT)""",,,,,Individual
NEA,Built Robotics,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Institutional Investors
Nubbo incubateur,Guaeca,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Institutional Investors
Diana Hu,CoFactr,1,Streamlined Supply Chain (SCM),,,,,Individual
MaRS IAF,BaseTwo,1,"""Factory Futures (MES, IIOT)""",,,,,Individual
Snowflake Ventures,LandingAI,1,"""Augmented Operations (MOM, CMMS, AR/VR, SLM)""",,,,,VC Fund
French Fab label,ALFI Technologies,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
SOAN,MosaicMFG,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Institutional Investors
Maine Technology Institute,HighByte,1,"""Factory Futures (MES, IIOT)""",,,,,Individual
Saturnin Pugnet,Machina Labs,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Individual
Pareto Holdings,BaseTwo,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
The Innovation Center (Cockrell School of Engineering,nVariate,1,Design Intelligence (CAD),,,,,Institutional Investors
Lior Handelsman,LimitlessCNC,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,Individual
McRock Capital,LandingAI,1,"""Augmented Operations (MOM, CMMS, AR/VR, SLM)""",,,,,Institutional Investors
Nirmesh Patel,Reynko,1,Design Intelligence (CAD),,,,,Individual
Ryan Peterson,Built Robotics,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Individual
CEI Ventures,HighByte,1,"""Factory Futures (MES, IIOT)""",,,,,VC Fund
Maine Venture Fund,HighByte,1,"""Factory Futures (MES, IIOT)""",,,,,VC Fund
Outlast Fund,Trace.Space,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Institutional Investors
Soren Oberg,HighByte,1,"""Factory Futures (MES, IIOT)""",,,,,Individual
NGen,MosaicMFG,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Institutional Investors
Maria Thomas,Built Robotics,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Individual
Matt Robinson,Kaedim,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
Unless,Alloy Enterprises,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Institutional Investors
Fathom Fund,"""Nullspace, Inc""",1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Institutional Investors
Argon Ventures,BaseTwo,1,"""Factory Futures (MES, IIOT)""",,,,,VC Fund
Eric Sellman,Built Robotics,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Individual
Nevada Partners,AeroAI,1,Bleeding Edge BIM (AEC/BIM),,,,,Institutional Investors
Defense Advanced Research Projects Agency (DARPA),Intact Solutions,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Institutional Investors
Squadra Ventures,SysGit,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,VC Fund
Floating Point Ventures,CoFactr,1,Streamlined Supply Chain (SCM),,,,,VC Fund
Golden Seeds,"""Nullspace, Inc""",1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
Vishal Harnal,Phasio,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
Qiming Venture Partners,Mech-Mind Robotics,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,VC Fund
Larry Lukis,Parallel Fluidics,1,"""Knowledge Engineering (R&D, Learning)""",,,,,Individual
Chris Kingsley,Kaedim,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
IERUS Technologies,"""Nullspace, Inc""",1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
Wecubex,SeekMake,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,Institutional Investors
CEAS Investments,BaseTwo,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
Sterling Snow,Kaedim,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
Brett Austin,HighByte,1,"""Factory Futures (MES, IIOT)""",,,,,Individual
Sebastian Borek,SPREAD,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
Bantam Group,Parallel Fluidics,1,"""Knowledge Engineering (R&D, Learning)""",,,,,Individual
Drone Grantology,AeroAI,1,Bleeding Edge BIM (AEC/BIM),,,,,Institutional Investors
Wonder Ventures,SysGit,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,VC Fund
Aero X Ventures,Istari Digital,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,VC Fund
Jane Walerud,Kaedim,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
Michael Sorkin,Phasio,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
Mandeep Singh,Kaedim,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
John McEleney,Parallel Fluidics,1,"""Knowledge Engineering (R&D, Learning)""",,,,,Individual
W Youth Capital,TDEngine,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
Idealist Capital,MosaicMFG,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Institutional Investors
Canada Makes,MosaicMFG,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Institutional Investors
Qora71,BaseTwo,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
National Institute of Standards and Technology (NIST),Intact Solutions,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Institutional Investors
DDQIC,MosaicMFG,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Institutional Investors
Chiyoda Corporation,BaseTwo,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
Embark Ventures,Machina Labs,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,VC Fund
